epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.127,1.03114,0.98284,1.2575,0.75127,0.62433,0.68859,0.40315,1.61181,1.3673,1.84355,0.000366308,0.000366308,0.000366308
